player_id,team_id,player_name,team,position,assists_x,attempt_at_goal_on_target,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_outside_the_penalty_area,headed_attempt_at_goal,xg,xg_goal_effiency_rate,corners,own_goals,forced_turnovers,defensive_pressures_applied,direct_defensive_pressures_applied,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides,passes,passing_accuracy_rate,crosses,crossing_accuracy_rate,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,goalkeeper_saves,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,offers_to_receive_total,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,number_of_involvements,avg_speed,speed_runs,sprints,total_distance,attacking_rank,defensive_rank,creativity_rank,attacking_score,defensive_score,creativity_score,competition_stage,goals,assists_y,total_competition_minutes_played,fdcp_top_scorer_rank
402920,285023_43922,Lautaro Martinez,Argentina,FW,0,2,4,25,3,1,0,1.03,0.97x,0,0,21,149,17,7,2,0,0,0,2,58,88,1,0,2,50,0,0,,,,132,61,61,10,99,33,3,38,43,141,6.27,279,110,27335.99,,,,,,,,1.0,0.0,262.0,126.0
402921,285023_43922,Lisandro Martinez,Argentina,DF,1,1,1,100,1,0,0,0.09,11.61x,0,0,3,6,1,1,0,0,0,0,0,258,97,0,0,7,71,1,100,,,,24,0,0,24,9,15,0,1,45,525,3.88,211,64,29633.6,63.0,207.0,195.0,5.701052665710449,5.328305244445801,5.650608062744141,Round of 16,1.0,1.0,342.0,74.0
402925,285023_43922,Nahuel Molina,Argentina,DF,0,0,0,0,0,0,0,0.0,0x,0,0,20,55,13,2,0,0,0,0,1,128,86,3,0,4,50,1,100,,,,122,45,52,25,24,98,3,29,51,265,4.51,266,108,26893.74,,,,,,,,0.0,0.0,270.0,1071.0
402926,285023_43922,Gonzalo Montiel,Argentina,DF,0,0,1,0,1,0,0,0.15,0x,0,0,1,8,4,2,0,1,0,0,0,27,85,0,0,0,0,0,0,,,,15,6,6,3,1,14,1,3,8,59,3.17,87,26,7543.26,,,,,,,,0.0,0.0,72.0,734.0
402934,285023_43922,Marcos Senesi,Argentina,DF,0,0,2,0,2,0,1,0.84,0x,0,0,0,3,2,0,2,0,0,0,0,73,96,0,0,1,0,0,0,,,,12,0,1,11,2,10,1,1,7,155,1.41,86,25,9406.52,,,,,,,,0.0,0.0,100.0,802.0
402974,285023_43927,Angelo Preciado,Ecuador,DF,0,0,0,0,0,0,0,0.0,0x,0,0,4,29,3,0,1,0,0,0,0,47,68,8,13,5,20,1,100,,,,29,11,10,8,4,25,3,16,22,106,6.31,144,61,14040.86,,,,,,,,0.0,0.0,137.0,880.0
402979,285023_43927,Felix Torres,Ecuador,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1.15,5,0,989.25,,,,,,,,0.0,0.0,12.0,546.0
402985,285023_43927,Jordy Caicedo,Ecuador,FW,0,0,1,0,1,0,0,0.05,0x,0,0,1,12,1,2,0,0,0,0,0,6,100,0,0,0,0,0,0,,,,5,4,1,0,3,2,0,9,9,20,4.6,44,22,4108.67,,,,,,,,0.0,0.0,40.0,647.0
403001,285023_43963,Diogo Costa,Portugal,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,1,0,0,0,0,125,78,0,0,5,20,2,0,20.0,114.0,93.0,26,0,0,26,15,11,0,0,3,217,2.76,40,8,23794.16,,,,,,,Round of 16,0.0,0.0,518.0,1284.0
403002,285023_43963,Diogo Dalot,Portugal,DF,0,0,1,0,0,1,0,0.04,0x,0,0,2,13,3,0,1,0,0,0,0,39,87,1,0,1,0,0,0,,,,35,10,12,13,12,23,1,6,25,86,2.42,86,39,7881.23,,,,,,,,0.0,0.0,78.0,751.0
403046,285023_43942,Dean Henderson,England,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,0.0,0.0,0.0,264.0
403049,285023_43942,Ezri Konsa,England,DF,0,1,2,0,2,0,1,0.26,0x,0,0,10,49,16,7,11,0,0,0,0,367,96,0,0,2,100,3,67,,,,103,2,5,96,62,41,0,2,46,742,5.79,488,141,49511.16,,,,,,,,0.0,0.0,513.0,1282.0
403063,285023_20014,Axel Tuanzebe,Congo DR,DF,0,0,0,0,0,0,0,0.0,0x,0,0,6,20,10,3,3,0,0,0,0,155,90,0,0,0,0,2,100,,,,48,2,5,41,30,18,0,0,49,314,5.59,311,128,38203.61,,,,,,,,0.0,0.0,409.0,1225.0
403083,285023_43872,Issa Diop,Morocco,DF,0,1,1,100,1,0,1,0.12,8.02x,0,0,4,11,2,3,1,2,0,0,0,275,92,0,0,3,0,0,0,,,,30,1,1,28,8,22,0,4,20,567,4.33,346,80,39019.12,90.0,35.0,355.0,5.423020839691162,6.4652533531188965,4.48497486114502,Round of 16,1.0,0.0,433.0,163.0
403090,285023_43854,Alban Lafont,Côte d'Ivoire,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,,,,
403094,285023_43946,Jean Philippe Mateta,France,FW,0,0,1,0,1,0,0,0.15,0x,0,0,0,13,2,1,0,0,0,0,0,2,100,0,0,0,0,0,0,,,,7,6,1,0,4,3,1,0,3,6,3.04,22,14,2380.43,,,,,,,,0.0,0.0,18.0,568.0
403109,285023_43946,Marcus Thuram,France,FW,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,0,0,3,0,0,0,0,0,1.66,5,2,295.8,,,,,,,,0.0,0.0,2.0,506.0
403236,285023_43817,Mehdi Ghayedi,IR Iran,FW,0,0,1,0,0,1,0,0.05,0x,1,0,3,13,2,2,1,0,0,0,0,9,67,3,33,1,100,0,0,,,,6,3,3,0,4,2,5,7,11,29,1.86,50,24,4683.23,,,,,,,,0.0,0.0,50.0,682.0
403274,285023_43819,Hiroki Ito,Japan,DF,0,0,1,0,0,1,0,0.04,0x,0,0,23,34,14,7,0,0,0,0,0,199,89,10,20,11,27,2,50,,,,81,9,19,53,16,65,1,11,46,417,5.85,358,119,39533.62,,,,,,,,0.0,0.0,405.0,1218.0
403289,285023_43819,Takehiro Tomiyasu,Japan,DF,0,0,1,0,1,0,0,0.2,0x,0,0,4,24,11,5,2,0,0,0,0,127,86,1,0,6,33,2,0,,,,37,0,7,30,8,29,1,0,10,258,4.81,202,53,21029.22,219.0,96.0,234.0,4.691761493682861,5.911793231964111,5.492043972015381,Round of 16,0.0,0.0,208.0,996.0
403293,285023_43819,Koki Ogawa,Japan,FW,1,0,3,0,3,0,2,0.22,0x,0,0,3,18,0,1,0,0,0,0,0,3,100,0,0,0,0,0,0,,,,24,12,10,2,22,2,1,5,4,12,4.72,78,29,5939.74,,,,,,,,0.0,1.0,56.0,190.0
403304,285023_43819,Takefusa Kubo,Japan,MF,1,0,1,0,0,1,0,0.01,0x,0,0,0,49,3,1,1,0,0,0,0,16,75,0,0,2,50,0,0,,,,20,7,9,4,15,5,1,4,10,36,1.57,85,32,7808.85,,,,,,,,0.0,1.0,77.0,195.0
403305,285023_43819,Keisuke Osako,Japan,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,0.0,0.0,0.0,264.0
403312,285023_43835,Abdulelah Alamri,Saudi Arabia,DF,0,2,4,25,3,1,1,0.93,1.07x,0,0,7,23,5,1,0,1,0,0,0,99,82,1,100,3,67,0,0,,,,30,4,2,24,15,15,2,2,15,212,5.67,252,89,25207.74,,,,,,,,1.0,0.0,268.0,127.0
403319,285023_43835,Nasser Aldawsari,Saudi Arabia,MF,0,0,1,0,0,1,0,0.01,0x,0,0,8,106,19,7,2,1,0,0,0,107,86,1,0,2,50,1,0,,,,90,3,31,56,56,34,0,12,60,240,7.14,499,150,28038.3,,,,,,,,0.0,0.0,230.0,1021.0
403335,285023_43835,Hassan Altambakti,Saudi Arabia,DF,0,0,0,0,0,0,0,0.0,0x,0,1,5,26,7,0,1,0,0,0,0,87,82,0,0,2,0,0,0,,,,19,0,1,18,10,9,0,1,24,184,5.62,252,67,22701.97,,,,,,,,0.0,0.0,237.0,1035.0
403585,285023_43911,Roberto Alvarado,Mexico,FW,3,0,5,0,2,3,0,0.28,0x,14,0,6,75,13,3,5,0,0,0,1,201,81,34,32,17,47,1,100,,,,198,57,100,41,74,124,3,82,102,477,6.34,567,185,50296.79,114.0,198.0,6.0,5.193056583404541,5.35651159286499,7.282484531402588,Round of 16,0.0,3.0,476.0,174.0
403596,285023_43911,Jorge Sanchez,Mexico,DF,1,1,1,0,1,0,0,0.04,0x,0,0,16,87,21,5,1,1,0,0,1,131,92,5,20,1,0,0,0,,,,136,54,43,39,31,105,3,25,38,270,5.26,485,223,42619.96,,,,,,,,0.0,1.0,388.0,248.0
403616,285023_43883,Teboho Mokoena,South Africa,MF,0,2,4,25,1,3,0,0.84,1.19x,0,0,13,95,22,3,6,2,0,0,0,196,90,3,0,6,50,4,100,,,,144,13,50,81,89,55,1,12,87,428,6.15,423,121,30982.52,116.0,59.0,178.0,5.160260677337647,6.211587429046631,5.711055278778076,Round of 16,1.0,0.0,301.0,140.0
403642,285023_43879,Krepin Diatta,Senegal,DF,0,0,1,0,0,1,0,0.04,0x,2,0,7,44,13,4,6,0,0,0,0,283,90,10,40,4,75,1,100,,,,69,19,23,27,13,56,3,36,126,588,5.93,467,164,45457.47,245.0,190.0,96.0,4.640263080596924,5.379201412200928,6.1165690422058105,Round of 16,0.0,0.0,459.0,1267.0
404319,285023_43976,Ajdin Hrustic,Australia,FW,0,0,3,0,2,1,0,0.11,0x,1,0,5,40,2,1,0,0,0,0,0,31,87,5,40,0,0,0,0,,,,51,14,32,5,27,24,2,15,30,80,3.74,183,58,11460.39,,,,,,,,0.0,0.0,90.0,779.0
404353,285023_43948,Leroy Sane,Germany,MF,0,2,6,17,5,1,0,1.57,0.64x,1,0,10,84,15,3,2,0,0,0,1,189,85,11,18,9,44,0,0,,,,148,55,73,20,36,112,2,94,122,439,6.38,477,221,38060.03,97.0,231.0,157.0,5.343159198760986,5.252081394195557,5.802120685577393,Round of 16,1.0,0.0,360.0,154.0
404645,285023_43961,Sander Berge,Norway,MF,0,0,0,0,0,0,0,0.0,0x,0,0,8,66,11,2,2,0,0,0,0,317,97,2,0,4,75,2,100,,,,98,2,32,64,80,18,1,25,102,672,5.49,584,144,47706.4,,,,,,,,0.0,0.0,416.0,1239.0
404885,285023_43995,Tomas Soucek,Czechia,MF,0,0,1,0,1,0,0,0.12,0x,0,0,4,42,5,3,1,0,0,0,2,44,80,0,0,2,50,0,0,,,,27,3,16,8,20,7,0,5,17,99,7.02,264,57,17938.82,,,,,,,,0.0,0.0,152.0,902.0
405175,285023_43854,Seko Fofana,Côte d'Ivoire,MF,0,1,5,0,0,5,0,0.4,0x,0,0,3,28,1,1,0,1,0,0,0,45,84,0,0,2,0,0,0,,,,24,4,16,4,18,6,1,6,29,106,3.37,168,54,11627.71,,,,,,,,0.0,0.0,103.0,820.0
405178,285023_43971,Manuel Akanji,Switzerland,DF,0,1,1,0,1,0,0,0.18,0x,0,0,9,22,12,0,2,0,0,0,0,318,92,0,0,6,83,5,100,,,,48,0,1,47,24,24,1,3,55,666,5.73,416,114,38591.71,285.0,26.0,126.0,4.526735305786133,6.577910423278809,5.930916786193848,Round of 16,0.0,0.0,403.0,1214.0
405263,285023_43934,Kevin Danso,Austria,DF,0,0,1,0,1,0,1,0.06,0x,0,0,2,23,8,1,2,0,0,0,0,164,90,1,0,1,0,1,100,,,,25,1,2,22,10,15,1,6,28,349,5.48,266,95,25685.71,,,,,,,,0.0,0.0,284.0,1087.0
405454,285023_43978,Elijah Just,New Zealand,MF,0,5,7,43,5,2,0,0.86,3.48x,0,0,19,152,18,3,2,1,0,0,0,99,86,1,0,5,20,2,50,,,,162,36,101,25,100,62,2,35,72,236,6.88,460,178,33430.3,,,,,,,,3.0,0.0,291.0,16.0
405469,285023_43978,Liberato Cacace,New Zealand,DF,0,1,1,0,1,0,0,0.02,0x,2,0,9,59,8,1,5,0,0,0,0,88,85,6,17,4,25,0,0,,,,74,31,34,9,13,61,1,25,42,197,6.67,350,111,26344.8,,,,,,,,0.0,0.0,237.0,1033.0
405522,285023_43819,Keito Nakamura,Japan,MF,1,2,5,20,2,3,0,0.17,5.98x,0,0,9,80,11,3,1,0,0,0,1,117,85,9,33,10,80,0,0,,,,155,52,85,18,32,123,4,56,72,272,6.72,497,180,36946.02,65.0,255.0,58.0,5.69555139541626,5.15545654296875,6.332545757293701,Round of 16,1.0,1.0,330.0,72.0
405527,285023_43819,Ayumu Seko,Japan,DF,0,0,0,0,0,0,0,0.0,0x,0,0,1,3,2,1,0,0,0,0,0,50,84,0,0,2,0,0,0,,,,7,1,0,6,4,3,0,2,9,107,3.05,105,26,9712.91,,,,,,,,0.0,0.0,97.0,794.0
405528,285023_43819,Yukinari Sugawara,Japan,DF,0,2,2,0,1,1,0,0.09,0x,0,0,5,36,4,3,1,0,0,0,0,73,71,5,20,4,25,2,50,,,,40,13,20,7,12,28,4,18,32,153,6.28,195,72,18767.61,,,,,,,,0.0,0.0,181.0,955.0
405530,285023_43819,Zion Suzuki,Japan,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,1,0,0,0,0,109,70,0,0,6,17,0,0,17.0,78.0,64.0,20,0,0,20,14,6,0,0,1,204,3.02,38,5,20433.26,,,,,,,Round of 16,0.0,0.0,405.0,1219.0
405545,285023_43969,Ferran Torres,Spain,FW,1,2,10,0,9,1,3,2.14,0x,0,0,6,62,10,4,1,1,0,0,1,58,79,5,0,10,50,0,0,,,,150,71,53,26,120,30,10,61,40,173,6.33,210,112,21394.46,159.0,125.0,51.0,4.881950378417969,5.755054473876953,6.381180286407471,Round of 16,0.0,1.0,208.0,211.0
405562,285023_43969,Eric Garcia,Spain,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,0.0,0.0,0.0,264.0
405639,285023_43817,Amirhossein Hosseinzadeh,IR Iran,FW,0,0,1,0,1,0,0,0.09,0x,0,0,3,13,3,0,0,0,0,0,0,14,71,0,0,3,67,1,100,,,,15,4,9,2,8,7,0,3,8,33,4.82,47,17,3200.06,,,,,,,,0.0,0.0,26.0,604.0
405742,285023_43924,Vinicius Junior,Brazil,FW,1,11,17,24,14,3,1,3.24,1.23x,2,0,24,172,10,4,10,0,0,0,3,142,82,15,40,21,76,4,100,,,,263,104,130,29,113,150,17,93,111,397,5.68,514,253,47848.57,7.0,344.0,12.0,7.21372652053833,4.615284442901611,7.110570430755615,Round of 16,4.0,1.0,505.0,10.0
405755,285023_43926,Jaminton Campaz,Colombia,FW,0,2,4,25,2,2,1,0.36,2.78x,0,0,1,12,0,0,1,0,0,0,0,7,71,3,0,1,0,0,0,,,,16,8,8,0,7,9,1,7,7,29,3.5,56,25,4148.88,,,,,,,,1.0,0.0,36.0,82.0
405841,285023_43942,Marc Guehi,England,DF,0,0,1,0,1,0,1,0.15,0x,0,0,4,15,5,2,11,1,0,0,0,315,98,0,0,7,86,4,75,,,,63,1,2,60,32,31,0,2,24,642,6.12,423,124,40978.37,290.0,37.0,231.0,4.51850700378418,6.440338611602783,5.51424503326416,Round of 16,0.0,0.0,421.0,1247.0
405873,285023_43854,Yahia Fofana,Côte d'Ivoire,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,3,0,0,0,0,114,65,0,0,1,100,0,0,11.0,84.0,68.0,17,0,0,17,12,5,0,0,3,216,2.93,16,5,19966.03,,,,,,,Round of 16,0.0,0.0,408.0,1224.0
405877,285023_43843,Amine Gouiri,Algeria,FW,0,2,3,33,2,1,0,0.62,1.61x,0,0,7,126,12,1,1,0,0,0,0,58,88,1,0,0,0,0,0,,,,188,69,107,12,139,49,3,40,40,137,6.17,355,131,27787.87,95.0,354.0,348.0,5.378142356872559,4.397238731384277,4.740489482879639,Round of 16,1.0,0.0,270.0,128.0
405879,285023_43908,Wilson Isidor,Haiti,FW,0,2,5,20,2,3,1,0.15,6.67x,0,0,7,88,1,3,2,0,0,0,1,21,86,0,0,1,100,0,0,,,,55,34,18,3,44,11,1,18,22,64,6.78,287,110,22699.6,,,,,,,,1.0,0.0,201.0,111.0
405881,285023_43946,Maxence Lacroix,France,DF,0,0,0,0,0,0,0,0.0,0x,0,0,1,6,3,2,0,0,0,0,1,46,93,0,0,0,0,0,0,,,,7,0,2,5,4,3,0,0,3,91,1.12,90,26,9363.51,,,,,,,,0.0,0.0,100.0,805.0
405893,285023_43946,Aurelien Tchouameni,France,MF,1,0,2,0,0,2,0,0.06,0x,0,0,7,47,14,4,2,1,0,0,0,195,96,1,0,1,100,2,100,,,,128,1,25,102,98,30,1,7,48,411,3.97,462,114,33560.45,,,,,,,,0.0,1.0,304.0,234.0
405920,285023_43927,John Yeboah,Ecuador,FW,0,3,8,0,4,4,0,0.72,0x,3,0,44,73,20,0,4,0,0,0,0,104,82,9,44,9,67,1,0,,,,114,39,55,20,43,71,3,52,86,262,5.74,395,169,31500.85,,,,,,,,0.0,0.0,330.0,1174.0
406135,285023_43911,Cesar Huerta,Mexico,FW,0,0,0,0,0,0,0,0.0,0x,0,0,0,4,1,0,0,0,0,0,0,2,100,0,0,0,0,0,0,,,,3,3,0,0,0,3,0,1,3,5,1.49,21,7,1580.4,,,,,,,,0.0,0.0,12.0,543.0
406205,285023_43928,Braian Ojeda,Paraguay,MF,0,0,0,0,0,0,0,0.0,0x,0,0,1,4,1,0,0,0,0,0,0,7,86,0,0,0,0,0,0,,,,4,1,2,1,0,4,0,1,2,16,1.14,31,13,2756.42,,,,,,,,0.0,0.0,28.0,611.0
406231,285023_43972,Yunus Akgun,Türkiye,FW,0,0,0,0,0,0,0,0.0,0x,0,0,3,12,4,2,1,1,0,0,0,52,79,2,50,2,0,0,0,,,,71,35,29,7,36,35,0,24,24,117,4.11,101,52,10803.37,,,,,,,,0.0,0.0,103.0,819.0
406249,285023_43972,Ozan Kabak,Türkiye,DF,0,0,0,0,0,0,0,0.0,0x,0,0,3,10,7,3,0,0,0,0,0,36,72,0,0,2,0,0,0,,,,16,0,4,12,9,7,0,2,11,73,1.98,100,33,10366.33,,,,,,,,0.0,0.0,104.0,826.0
406280,285023_43921,Sergino Dest,USA,DF,0,1,3,0,1,2,0,0.21,0x,0,0,14,97,9,2,4,0,0,0,0,102,87,7,29,14,64,0,0,,,,140,70,48,22,63,77,4,54,53,248,6.75,464,210,36917.8,148.0,282.0,59.0,4.931467533111572,5.012214660644531,6.330074310302734,Round of 16,0.0,0.0,335.0,1176.0
406281,285023_43850,Cj Dos Santos,Cabo Verde,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,,,,
406304,285023_43921,Timothy Weah,USA,FW,0,0,2,0,1,1,0,0.05,0x,0,0,5,34,4,2,0,0,0,0,2,34,88,2,0,2,50,0,0,,,,26,11,12,3,10,16,3,18,24,80,2.9,167,75,10834.46,,,,,,,,0.0,0.0,90.0,775.0
406595,285023_43817,Roozbeh Cheshmi,IR Iran,MF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,0.0,0.0,0.0,264.0
406606,285023_43976,Awer Mabil,Australia,FW,0,0,1,0,0,1,0,0.03,0x,0,0,1,20,0,0,1,0,0,0,0,8,63,1,0,0,0,0,0,,,,17,7,9,1,10,7,0,3,4,20,1.75,55,20,3742.93,,,,,,,,0.0,0.0,31.0,619.0
407022,285023_43855,Karim Hafez,Egypt,DF,1,0,0,0,0,0,0,0.0,0x,0,0,1,26,10,0,1,0,0,0,0,63,87,1,0,1,100,0,0,,,,23,4,10,9,5,18,3,2,24,128,3.64,109,42,9528.82,,,,,,,,0.0,1.0,91.0,197.0
407114,285023_43850,Marcio Rosa,Cabo Verde,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,0.0,0.0,0.0,264.0
407343,285023_43854,Ghislain Konan,Côte d'Ivoire,DF,0,0,4,0,3,1,0,0.28,0x,0,0,14,67,12,0,1,0,0,0,0,149,83,9,22,9,44,2,100,,,,62,19,25,18,14,48,5,13,60,313,4.39,323,120,29623.54,171.0,179.0,78.0,4.840180397033691,5.440330505371094,6.192050457000732,Round of 16,0.0,0.0,303.0,1125.0
407680,285023_1895293,Juergen Locadia,Curaçao,FW,0,0,1,0,1,0,0,0.08,0x,0,0,7,76,4,3,4,0,0,0,2,48,77,0,0,1,100,1,100,,,,67,47,20,0,44,23,2,42,42,108,5.71,227,92,23793.05,,,,,,,,0.0,0.0,250.0,1042.0
407993,285023_43835,Mohamed Kanno,Saudi Arabia,MF,0,2,3,0,2,1,2,0.16,0x,0,0,10,84,14,5,0,1,0,0,0,104,93,1,0,6,67,3,100,,,,33,4,15,14,29,4,1,27,56,244,5.97,287,88,25496.47,,,,,,,,0.0,0.0,256.0,1049.0
408042,285023_43946,Theo Hernandez,France,DF,0,0,3,0,1,2,0,0.12,0x,0,0,25,41,7,2,3,0,0,0,0,109,95,3,33,2,50,1,100,,,,42,19,15,8,18,24,1,10,26,238,3.78,221,92,22364.76,,,,,,,,0.0,0.0,222.0,1015.0
408948,285023_43855,Mohamed Elshenawy,Egypt,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,,,,
408950,285023_43855,Mohamed Hany,Egypt,DF,1,0,4,0,0,4,0,0.09,0x,0,2,9,58,9,2,1,0,0,0,0,237,87,15,20,7,71,1,100,,,,138,41,66,31,28,110,9,35,68,517,5.75,423,158,42176.04,,,,,,,,0.0,1.0,439.0,258.0
409191,285023_43938,Nikola Vlasic,Croatia,MF,0,1,3,33,2,1,1,0.2,5.07x,0,0,14,82,9,5,0,0,0,0,2,40,83,3,67,3,67,0,0,,,,67,30,28,9,38,29,1,22,45,105,5.15,263,96,22011.41,,,,,,,,1.0,0.0,204.0,115.0
409241,285023_43850,Diney Borges,Cabo Verde,DF,0,2,4,0,3,1,3,0.18,0x,0,1,5,29,16,2,0,1,0,0,0,195,81,0,0,8,13,9,44,,,,103,2,2,99,57,46,0,3,42,388,5.88,395,111,43337.98,257.0,49.0,321.0,4.6068115234375,6.283945560455322,5.099549293518066,Round of 16,0.0,0.0,445.0,1263.0
411174,285023_43914,Jose Fajardo,Panama,FW,0,0,1,0,1,0,1,0.25,0x,0,0,18,99,19,4,3,1,0,0,1,18,61,0,0,1,100,0,0,,,,56,47,9,0,44,12,1,19,16,50,6.5,236,110,19207.38,,,,,,,,0.0,0.0,176.0,944.0
411176,285023_43914,Jose Luis Rodriguez,Panama,MF,0,1,3,0,1,2,0,0.24,0x,3,0,20,88,12,4,2,0,0,0,0,48,73,16,13,3,33,2,50,,,,76,31,39,6,34,42,9,43,45,154,6.2,305,109,25899.78,,,,,,,,0.0,0.0,251.0,1043.0
411226,285023_43971,Djibril Sow,Switzerland,MF,0,0,0,0,0,0,0,0.0,0x,0,0,4,30,4,1,1,0,0,0,0,35,86,0,0,3,67,1,100,,,,59,13,37,9,38,21,0,4,22,75,3.59,204,73,12440.73,,,,,,,,0.0,0.0,104.0,822.0
411301,285023_43967,Angus Gunn,Scotland,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,119,76,0,0,0,0,1,100,9.0,75.0,64.0,21,0,0,21,15,6,0,0,3,224,3.43,29,6,17506.02,,,,,,,,0.0,0.0,306.0,1135.0
411367,285023_43948,Kai Havertz,Germany,FW,0,7,12,25,11,1,7,2.0,1.5x,0,0,19,99,14,3,4,1,0,0,1,117,86,3,67,2,0,0,0,,,,204,95,88,21,127,77,8,80,78,290,6.93,577,202,44897.03,44.0,142.0,265.0,5.890159130096436,5.6915059089660645,5.338122367858887,Round of 16,3.0,0.0,392.0,20.0
411375,285023_43969,Rodri,Spain,MF,0,0,5,0,1,4,1,0.16,0x,0,0,17,66,24,5,2,0,0,0,1,526,94,2,0,13,92,3,100,,,,292,4,82,206,204,88,1,28,181,1102,7.04,790,183,59079.52,321.0,2.0,114.0,4.406253337860107,7.501007556915283,5.998429298400879,Round of 16,0.0,0.0,503.0,1275.0
411376,285023_43860,Inaki Williams,Ghana,FW,0,0,3,0,1,2,0,0.06,0x,0,0,3,43,3,2,1,1,0,0,1,23,65,4,25,3,67,0,0,,,,38,26,12,0,17,21,0,23,25,67,2.75,117,64,12856.69,,,,,,,,0.0,0.0,140.0,882.0
411443,285023_43935,Timothy Castagne,Belgium,DF,0,1,3,0,2,1,1,0.14,0x,0,0,21,99,21,7,1,1,0,0,0,228,90,18,33,4,100,2,50,,,,148,66,30,52,43,105,8,22,77,506,7.37,705,282,53447.7,293.0,70.0,117.0,4.510992527008057,6.107495307922363,5.980185508728027,Round of 16,0.0,0.0,444.0,1262.0
411470,285023_43946,Lucas Hernandez,France,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,,,,,,,0.0,0.0,0.0,264.0
411624,285023_43835,Abdullah Alkhaibari,Saudi Arabia,MF,0,0,1,0,0,1,0,0.01,0x,0,0,8,81,7,0,2,0,0,0,0,58,83,0,0,1,0,0,0,,,,46,1,15,30,33,13,0,7,30,133,7.08,345,76,23607.42,,,,,,,,0.0,0.0,203.0,986.0
411644,285023_43817,Saman Ghoddos,IR Iran,MF,0,0,4,0,2,2,0,0.16,0x,0,0,9,102,18,3,0,0,0,0,1,64,70,1,100,6,50,2,100,,,,41,7,15,19,30,11,1,20,38,162,6.9,338,99,26206.79,,,,,,,,0.0,0.0,228.0,1020.0
411653,285023_43888,Dylan Bronn,Tunisia,DF,0,0,0,0,0,0,0,0.0,0x,0,0,1,4,1,1,0,0,0,0,0,20,80,0,0,0,0,1,0,,,,7,0,0,7,2,5,0,0,1,40,2.04,38,13,5012.71,,,,,,,,0.0,0.0,49.0,673.0
411658,285023_43888,Ellyes Skhiri,Tunisia,MF,0,0,0,0,0,0,0,0.0,0x,0,1,10,40,10,0,1,0,0,0,0,109,91,0,0,3,0,2,100,,,,63,2,18,43,53,10,0,7,20,230,6.61,286,59,29334.81,,,,,,,,0.0,0.0,267.0,1066.0
