player_id,team_id,player_name,team,position,goals,assists,total_competition_minutes_played,fdcp_top_scorer_rank,source_tab,story_id,classification
424422,285023_43928,Matias Galarza,Paraguay,MF,1,1,439,78,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
464542,285023_43921,Alex Freeman,USA,DF,1,1,442,79,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
418881,285023_43926,Cucho Hernandez,Colombia,FW,0,1,20,185,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
430194,285023_44037,Dennis Hadzikadunic,Bosnia and Herzegovina,DF,0,1,33,186,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
504193,285023_43883,Tshepang Moremi,South Africa,FW,0,1,44,187,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
494313,285023_43850,Yannick Semedo,Cabo Verde,MF,0,1,46,188,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
395471,285023_43948,Nadiem Amiri,Germany,MF,0,1,50,189,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
403293,285023_43819,Koki Ogawa,Japan,FW,0,1,56,190,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
426506,285023_20014,Meschack Elia,Congo DR,FW,0,1,59,191,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
370171,285023_43879,Abdoulaye Seck,Senegal,DF,0,1,66,192,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
