player_id,team_id,player_name,team,position,passes,passing_accuracy_rate,crosses,crossing_accuracy_rate,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,source_tab,story_id,classification
431212,285023_43820,Ali Olwan,Jordan,FW,48,75,8,38,4,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
395113,285023_43843,Ramy Bensebaini,Algeria,DF,305,93,0,0,3,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
512183,285023_43835,Mohammed Abu Alshamat,Saudi Arabia,DF,64,80,3,0,4,25,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
308370,285023_43924,Alisson,Brazil,GK,111,82,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
419062,285023_43921,Chris Richards,USA,DF,173,98,0,0,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
419518,285023_43911,Erik Lira,Mexico,MF,93,89,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
473050,285023_43926,Richard Rios,Colombia,MF,28,86,0,0,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
411726,285023_43924,Lucas Paqueta,Brazil,MF,190,85,5,0,8,63,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
441623,285023_43930,Manuel Ugarte,Uruguay,MF,136,87,0,0,4,50,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
386458,285023_43928,Alejandro Romero Gamarra,Paraguay,FW,10,60,0,0,0,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
332847,285023_43922,Leandro Paredes,Argentina,MF,175,93,2,50,3,33,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
494531,285023_43928,Orlando Gill,Paraguay,GK,106,49,0,0,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
463465,285023_43927,Joel Ordonez,Ecuador,DF,98,91,0,0,2,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
368660,285023_43930,Guillermo Varela,Uruguay,DF,134,89,10,30,8,75,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
419126,285023_43930,Darwin Nunez,Uruguay,FW,25,80,3,33,3,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
500037,285023_43911,Gilberto Mora,Mexico,MF,39,92,1,0,2,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
436599,285023_43921,Miles Robinson,USA,DF,58,93,0,0,0,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
419068,285023_43921,Giovanni Reyna,USA,MF,62,84,1,0,6,83,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
428885,285023_43927,Moises Caicedo,Ecuador,MF,230,90,11,64,9,56,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
475036,285023_43924,Rayan,Brazil,FW,76,95,10,20,4,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
429157,285023_43911,Julian Quinones,Mexico,FW,85,81,2,50,5,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
485070,285023_43911,Raul Rangel,Mexico,GK,94,72,0,0,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
385030,285023_43914,Fidel Escobar,Panama,DF,27,74,1,100,1,100,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
405920,285023_43927,John Yeboah,Ecuador,FW,87,83,9,44,9,67,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
310116,285023_43922,Nicolas Otamendi,Argentina,DF,138,96,0,0,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
448217,285023_43921,Matt Turner,USA,GK,33,73,0,0,0,0,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
269514,285023_43914,Anibal Godoy,Panama,MF,8,100,1,0,1,100,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
358241,285023_43934,Marcel Sabitzer,Austria,MF,105,77,23,35,14,71,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
430601,285023_43924,Gabriel Magalhaes,Brazil,DF,397,96,0,0,2,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
476348,285023_43928,Damian Bobadilla,Paraguay,MF,25,64,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
403585,285023_43911,Roberto Alvarado,Mexico,FW,119,82,10,30,9,56,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
390272,285023_43921,Auston Trusty,USA,DF,50,76,2,0,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
385031,285023_43914,Amir Murillo,Panama,DF,112,79,8,50,12,58,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
419020,285023_43927,Gonzalo Plata,Ecuador,FW,122,81,9,11,8,38,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
395581,285023_43914,Cristian Martinez,Panama,MF,78,73,12,17,9,22,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
395550,285023_43926,Jefferson Lerma,Colombia,MF,148,87,0,0,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
419132,285023_43930,Brian Rodriguez,Uruguay,FW,26,73,14,7,7,71,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
431202,285023_43928,Omar Alderete,Paraguay,DF,90,73,0,0,3,33,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:5
372243,285023_43934,Philipp Lienhart,Austria,DF,140,91,0,0,3,67,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
418975,285023_43922,Thiago Almada,Argentina,FW,108,92,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
483312,285023_43970,Isak Hien,Sweden,DF,128,95,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
486081,285023_43995,Lukas Cerv,Czechia,MF,42,86,1,0,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
514334,285023_43995,Stepan Chaloupek,Czechia,DF,22,68,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
390181,285023_43978,Joe Bell,New Zealand,MF,143,84,0,0,0,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
484112,285023_43972,Kenan Yildiz,Türkiye,FW,121,89,8,13,10,70,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
441170,285023_43995,Ladislav Krejci,Czechia,DF,160,84,2,50,2,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
502945,285023_43970,Alexander Bernhardsson,Sweden,DF,67,76,3,0,3,67,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
481220,285023_44005,Azizbek Amonov,Uzbekistan,FW,6,83,1,0,0,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
479079,285023_44005,Khojiakbar Alijonov,Uzbekistan,DF,41,66,4,0,2,0,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
479086,285023_44005,Azizjon Ganiev,Uzbekistan,MF,59,81,6,0,3,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
448103,285023_43971,Fabian Rieder,Switzerland,MF,35,94,5,0,2,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
482976,285023_44037,Amar Dedic,Bosnia and Herzegovina,DF,60,75,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
486306,285023_43976,Nestory Irankunda,Australia,FW,31,68,1,0,1,100,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
464933,285023_44005,Abbosbek Fayzullaev,Uzbekistan,MF,36,67,9,22,2,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
433072,285023_43972,Zeki Celik,Türkiye,DF,79,89,1,0,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
483304,285023_43970,Gustaf Lagerbielke,Sweden,DF,156,84,1,0,6,67,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
371415,285023_44005,Rustam Ashurmatov,Uzbekistan,DF,123,82,0,0,4,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
382312,285023_43976,Cameron Burgess,Australia,DF,56,80,0,0,2,50,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
441181,285023_43972,Ugurcan Cakir,Türkiye,GK,98,79,0,0,0,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
430750,285023_43969,Dani Olmo,Spain,FW,65,88,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
430452,285023_43976,Connor Metcalfe,Australia,MF,57,79,7,14,3,67,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
484113,285023_43972,Ferdi Kadioglu,Türkiye,DF,175,92,4,0,9,78,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
430751,285023_43969,Mikel Oyarzabal,Spain,FW,40,73,5,20,3,33,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
447866,285023_43969,Gavi,Spain,MF,28,93,2,0,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
411226,285023_43971,Djibril Sow,Switzerland,MF,35,86,0,0,3,67,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
484320,285023_43969,Lamine Yamal,Spain,FW,75,87,18,22,11,64,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
300409,285023_44037,Edin Dzeko,Bosnia and Herzegovina,FW,33,67,2,50,3,67,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
430440,285023_43976,Aiden Oneill,Australia,MF,119,83,5,60,8,50,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
472908,285023_43995,Vladimir Coufal,Czechia,DF,110,72,20,30,10,60,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
423522,285023_43976,Jordan Bos,Australia,DF,95,89,7,43,5,60,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
423595,285023_43978,Marko Stamenic,New Zealand,MF,171,91,2,50,9,44,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
356412,285023_43971,Silvan Widmer,Switzerland,DF,42,83,3,33,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
484065,285023_43972,Eren Elmali,Türkiye,DF,59,88,4,25,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
474973,285023_43969,Pau Cubarsi,Spain,DF,290,99,0,0,2,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
360496,285023_43970,Kristoffer Nordfeldt,Sweden,GK,66,68,0,0,3,67,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
395283,285023_43970,Victor Lindelof,Sweden,DF,155,95,0,0,2,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
442434,285023_43967,Lewis Ferguson,Scotland,MF,201,92,9,11,3,33,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
430753,285023_43969,Unai Simon,Spain,GK,109,92,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
464924,285023_44005,Abdukodir Khusanov,Uzbekistan,DF,98,83,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
442431,285023_43967,Scott Mckenna,Scotland,DF,52,94,0,0,1,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
479077,285023_44005,Utkir Yusupov,Uzbekistan,GK,29,59,0,0,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
511141,285023_1895293,Armando Obispo,Curaçao,DF,97,90,0,0,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
466340,285023_1895293,Leandro Bacuna,Curaçao,MF,125,86,4,0,4,25,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
522846,285023_44037,Ermin Mahmic,Bosnia and Herzegovina,MF,3,100,0,0,0,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
489523,285023_44037,Armin Gigovic,Bosnia and Herzegovina,MF,16,81,0,0,0,0,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
398569,285023_1895293,Riechedly Bazoer,Curaçao,DF,36,86,0,0,0,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
407680,285023_1895293,Juergen Locadia,Curaçao,FW,48,77,0,0,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
424047,285023_1895293,Jeremy Antonisse,Curaçao,FW,35,71,6,50,2,0,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:6
466317,285023_1895293,Juninho Bacuna,Curaçao,MF,75,80,5,20,4,25,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
466350,285023_1895293,Sherel Floranus,Curaçao,DF,112,85,0,0,3,33,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
504990,285023_44037,Kerim Alajbegovic,Bosnia and Herzegovina,FW,60,80,12,0,10,80,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
408042,285023_43946,Theo Hernandez,France,DF,97,95,2,50,2,50,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
369419,285023_43942,Harry Kane,England,FW,48,75,1,0,3,67,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
397786,285023_43960,Virgil Van Dijk,Netherlands,DF,285,95,0,0,1,100,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
386413,285023_43948,Joshua Kimmich,Germany,DF,289,91,15,27,9,56,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
430657,285023_43948,David Raum,Germany,DF,52,85,14,21,4,50,1,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
358120,285023_43935,Kevin De Bruyne,Belgium,MF,134,84,18,22,13,38,1,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:7
