player_id,player_name,team_id,team,attacking_rank,defensive_rank,creativity_rank,attacking_score,defensive_score,creativity_score,competition_stage,source_tab,story_id,classification
430150,Alexander Isak,43970,Sweden,49.0,363.0,45.0,5.84784460067749,4.1020731925964355,6.444681644439697,Round of 16,power_rankings,,
477770,PICO LOPES,43850,Cabo Verde,309.0,31.0,309.0,4.449967861175537,6.624897480010986,5.092410564422607,Round of 16,power_rankings,,
484022,Tarik MUHAREMOVIC,44037,Bosnia and Herzegovina,361.0,75.0,357.0,3.6079835891723633,6.17921257019043,4.459669589996338,Round of 16,power_rankings,,
482774,Martin BATURINA,43938,Croatia,67.0,201.0,120.0,5.616047382354736,5.41038179397583,5.951844215393066,Round of 16,power_rankings,,
485066,Petar SUCIC,43938,Croatia,55.0,275.0,169.0,5.77211332321167,5.098548889160156,5.762997150421143,Round of 16,power_rankings,,
401889,Ismaila SARR,43879,Senegal,18.0,355.0,99.0,6.407315254211426,4.484910011291504,6.097647666931152,Round of 16,power_rankings,,
429157,Julian QUINONES,43911,Mexico,9.0,193.0,30.0,6.815557956695557,5.4334893226623535,6.740291118621826,Round of 16,power_rankings,,
405841,Marc GUEHI,43942,England,282.0,24.0,193.0,4.528501987457275,6.757166862487793,5.657615661621094,Round of 16,power_rankings,,
344661,RAMY RABIA,43855,Egypt,276.0,65.0,306.0,4.544260025024414,6.266149044036865,5.097377777099609,Round of 16,power_rankings,,
429642,Jamal MUSIALA,43948,Germany,87.0,218.0,121.0,5.469120025634766,5.360443592071533,5.947033882141113,Round of 16,power_rankings,,
353790,Sadio MANE,43879,Senegal,116.0,336.0,8.0,5.1331963539123535,4.7377028465271,7.123040199279785,Round of 16,power_rankings,,
401470,Marcus RASHFORD,43942,England,68.0,340.0,5.0,5.615632057189941,4.720715522766113,7.270668983459473,Round of 16,power_rankings,,
402772,Jesus GALLARDO,43911,Mexico,220.0,15.0,311.0,4.659085750579834,6.921806335449219,5.078948974609375,Round of 16,power_rankings,,
386413,Joshua KIMMICH,43948,Germany,159.0,28.0,77.0,4.856651782989502,6.664299488067627,6.231894016265869,Round of 16,power_rankings,,
