player_id,team_id,player_name,team,position,assists_x,attempt_at_goal_on_target,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_outside_the_penalty_area,headed_attempt_at_goal,xg,xg_goal_effiency_rate,corners,own_goals,forced_turnovers,defensive_pressures_applied,direct_defensive_pressures_applied,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides,passes,passing_accuracy_rate,crosses,crossing_accuracy_rate,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,goalkeeper_saves,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,offers_to_receive_total,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,number_of_involvements,avg_speed,speed_runs,sprints,total_distance,goals,assists_y,total_competition_minutes_played,fdcp_top_scorer_rank
401889,285023_43879,Ismaila Sarr,Senegal,FW,1,5,12,25,11,1,1,1.87,1.61x,0,0,6,57,9,0,4,0,0,0,2,44,80,2,0,6,33,0,0,,,,52.0,34.0,18.0,0.0,33.0,19.0,4.0,36.0,49.0,165.0,6.75,264.0,98.0,31040.28,3.0,1.0,274.0,8.0
401893,285023_43850,Nuno Da Costa,Cabo Verde,MF,0,0,0,0,0,0,0,0.0,0x,0,0,2,15,2,0,2,0,0,0,0,11,64,1,0,4,25,0,0,,,,22.0,14.0,7.0,1.0,14.0,8.0,1.0,15.0,14.0,34.0,5.93,73.0,29.0,7349.55,0.0,0.0,74.0,761.0
401894,285023_43850,Jamiro Monteiro,Cabo Verde,MF,0,0,2,0,0,2,0,0.06,0x,1,0,3,66,11,0,1,0,0,0,0,45,84,1,100,2,50,0,0,,,,42.0,1.0,32.0,9.0,32.0,10.0,0.0,6.0,33.0,113.0,6.23,164.0,51.0,17643.27,0.0,0.0,170.0,976.0
401924,285023_43835,Hassan Kadish,Saudi Arabia,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
402021,285023_43971,Remo Freuler,Switzerland,MF,0,0,1,0,0,1,0,0.02,0x,0,0,8,81,15,4,2,0,0,0,1,171,92,3,33,4,75,0,0,,,,150.0,28.0,59.0,63.0,114.0,36.0,3.0,16.0,63.0,368.0,6.87,482.0,106.0,33791.83,0.0,0.0,294.0,1203.0
402022,285023_43971,Yvon Mvogo,Switzerland,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
402044,285023_43960,Marten De Roon,Netherlands,MF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
402047,285023_43946,Adrien Rabiot,France,MF,1,0,1,0,1,0,1,0.53,0x,0,0,3,36,12,3,0,0,0,0,0,122,94,0,0,7,71,0,0,,,,51.0,15.0,10.0,26.0,33.0,18.0,3.0,10.0,34.0,267.0,7.0,300.0,85.0,23468.84,0.0,1.0,201.0,183.0
402261,285023_43854,Nicolas Pepe,Côte d'Ivoire,FW,0,2,4,50,3,1,0,0.96,2.08x,3,0,4,66,9,1,0,1,0,0,1,77,88,3,33,2,100,0,0,,,,93.0,33.0,48.0,12.0,69.0,24.0,3.0,42.0,44.0,180.0,6.18,205.0,96.0,16665.18,2.0,0.0,164.0,22.0
402772,285023_43911,Jesus Gallardo,Mexico,DF,0,0,3,0,2,1,0,0.11,0x,0,0,3,40,9,2,1,0,0,0,0,105,83,4,25,6,17,2,100,,,,68.0,14.0,26.0,28.0,9.0,59.0,2.0,21.0,20.0,212.0,6.3,204.0,72.0,22331.19,0.0,0.0,219.0,1151.0
402817,285023_43822,Paik Seungho,Korea Republic,MF,0,0,0,0,0,0,0,0.0,0x,0,0,2,31,5,1,2,1,0,0,0,152,89,1,0,7,43,1,100,,,,134.0,4.0,43.0,87.0,92.0,42.0,1.0,10.0,67.0,317.0,6.66,269.0,63.0,23909.61,0.0,0.0,216.0,1148.0
402820,285023_43822,Song Bumkeun,Korea Republic,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
402876,285023_43930,Agustin Canobbio,Uruguay,MF,0,1,3,33,3,0,1,0.67,1.5x,0,0,7,47,8,4,1,0,0,0,0,56,89,7,43,3,67,0,0,,,,104.0,50.0,39.0,15.0,30.0,74.0,5.0,37.0,44.0,147.0,6.39,202.0,94.0,16958.1,1.0,0.0,159.0,86.0
402884,285023_43930,Federico Valverde,Uruguay,MF,0,2,10,0,3,7,0,0.5,0x,2,0,19,39,5,1,0,0,0,0,0,106,83,6,0,11,64,5,100,,,,73.0,22.0,27.0,24.0,34.0,39.0,1.0,31.0,50.0,244.0,5.49,151.0,62.0,19122.81,0.0,0.0,208.0,1118.0
402893,285023_43930,Mathias Olivera,Uruguay,DF,0,0,1,0,1,0,1,0.05,0x,0,0,4,25,8,1,0,1,0,0,0,182,96,1,0,3,100,2,100,,,,26.0,2.0,5.0,19.0,6.0,20.0,0.0,8.0,22.0,388.0,6.65,307.0,85.0,23112.34,0.0,0.0,208.0,1118.0
402895,285023_43930,Matias Vina,Uruguay,DF,0,0,0,0,0,0,0,0.0,0x,0,0,4,8,0,0,1,0,0,0,1,29,79,2,0,0,0,0,0,,,,21.0,12.0,2.0,7.0,1.0,20.0,1.0,6.0,15.0,69.0,3.19,71.0,30.0,5227.49,0.0,0.0,49.0,676.0
402897,285023_43930,Santiago Mele,Uruguay,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
402898,285023_43930,Nicolas De La Cruz,Uruguay,MF,0,1,3,0,1,2,0,0.1,0x,4,0,4,9,1,0,2,0,0,0,0,35,91,4,50,3,33,2,100,,,,45.0,11.0,16.0,18.0,25.0,20.0,1.0,7.0,22.0,86.0,6.4,84.0,36.0,5928.76,0.0,0.0,55.0,709.0
402904,285023_43930,Santiago Bueno,Uruguay,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
402920,285023_43922,Lautaro Martinez,Argentina,FW,0,1,1,0,1,0,0,0.11,0x,0,0,16,76,5,4,2,0,0,0,1,23,87,1,0,1,100,0,0,,,,56.0,25.0,24.0,7.0,44.0,12.0,1.0,18.0,21.0,58.0,6.28,138.0,49.0,13544.66,0.0,0.0,130.0,896.0
402921,285023_43922,Lisandro Martinez,Argentina,DF,0,0,0,0,0,0,0,0.0,0x,0,0,2,1,1,1,0,0,0,0,0,140,96,0,0,2,50,0,0,,,,21.0,0.0,0.0,21.0,7.0,14.0,0.0,0.0,27.0,283.0,5.17,124.0,33.0,17637.11,0.0,0.0,204.0,1076.0
402925,285023_43922,Nahuel Molina,Argentina,DF,0,0,0,0,0,0,0,0.0,0x,0,0,6,34,9,1,0,0,0,0,0,68,78,0,0,2,50,0,0,,,,72.0,23.0,32.0,17.0,16.0,56.0,0.0,14.0,43.0,139.0,6.05,153.0,67.0,15458.81,0.0,0.0,154.0,948.0
402926,285023_43922,Gonzalo Montiel,Argentina,DF,0,0,0,0,0,0,0,0.0,0x,0,0,1,3,3,1,0,0,0,0,0,22,91,0,0,0,0,0,0,,,,9.0,3.0,4.0,2.0,0.0,9.0,0.0,1.0,6.0,46.0,3.03,54.0,14.0,4982.35,0.0,0.0,49.0,678.0
402934,285023_43922,Marcos Senesi,Argentina,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
402974,285023_43927,Angelo Preciado,Ecuador,DF,0,0,0,0,0,0,0,0.0,0x,0,0,3,23,1,0,1,0,0,0,0,26,69,5,0,4,25,0,0,,,,20.0,7.0,9.0,4.0,3.0,17.0,2.0,12.0,16.0,61.0,6.43,99.0,39.0,8690.17,0.0,0.0,83.0,773.0
402979,285023_43927,Felix Torres,Ecuador,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,5.0,0.0,989.25,0.0,0.0,12.0,531.0
402985,285023_43927,Jordy Caicedo,Ecuador,FW,0,0,0,0,0,0,0,0.0,0x,0,0,1,9,1,0,0,0,0,0,0,4,100,0,0,0,0,0,0,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,9.0,4.29,28.0,12.0,2190.83,0.0,0.0,19.0,571.0
403001,285023_43963,Diogo Costa,Portugal,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,52,81,0,0,1,0,1,0,3.0,30.0,23.0,9.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,3.0,95.0,2.7,11.0,3.0,9106.29,0.0,0.0,201.0,1050.0
403002,285023_43963,Diogo Dalot,Portugal,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
403046,285023_43942,Dean Henderson,England,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
403049,285023_43942,Ezri Konsa,England,DF,0,1,2,0,2,0,1,0.26,0x,0,0,2,8,7,3,4,0,0,0,0,190,96,0,0,1,100,1,100,,,,36.0,1.0,2.0,33.0,15.0,21.0,0.0,1.0,21.0,392.0,5.79,199.0,56.0,19706.76,0.0,0.0,204.0,1080.0
403063,285023_20014,Axel Tuanzebe,Congo DR,DF,0,0,0,0,0,0,0,0.0,0x,0,0,2,10,5,2,1,0,0,0,0,42,83,0,0,0,0,0,0,,,,16.0,1.0,2.0,13.0,11.0,5.0,0.0,0.0,14.0,88.0,5.43,132.0,57.0,18286.89,0.0,0.0,201.0,1046.0
403083,285023_43872,Issa Diop,Morocco,DF,0,0,0,0,0,0,0,0.0,0x,0,0,1,6,1,1,0,1,0,0,0,135,87,0,0,3,0,0,0,,,,21.0,1.0,0.0,20.0,6.0,15.0,0.0,1.0,7.0,279.0,3.81,187.0,41.0,19585.03,0.0,0.0,205.0,1102.0
403090,285023_43854,Alban Lafont,Côte d'Ivoire,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
403094,285023_43946,Jean Philippe Mateta,France,FW,0,0,0,0,0,0,0,0.0,0x,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2.44,10.0,6.0,1085.74,0.0,0.0,9.0,514.0
403109,285023_43946,Marcus Thuram,France,FW,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.76,5.0,2.0,295.8,0.0,0.0,2.0,494.0
403236,285023_43817,Mehdi Ghayedi,IR Iran,FW,0,0,1,0,0,1,0,0.05,0x,1,0,3,13,2,2,1,0,0,0,0,9,67,3,33,1,100,0,0,,,,6.0,3.0,3.0,0.0,4.0,2.0,5.0,7.0,11.0,29.0,2.8,50.0,24.0,4683.23,0.0,0.0,50.0,686.0
403274,285023_43819,Hiroki Ito,Japan,DF,0,0,1,0,0,1,0,0.04,0x,0,0,23,31,13,7,0,0,0,0,0,159,91,8,13,5,40,0,0,,,,66.0,7.0,13.0,46.0,14.0,52.0,1.0,9.0,43.0,338.0,5.9,279.0,97.0,29611.86,0.0,0.0,301.0,1218.0
403289,285023_43819,Takehiro Tomiyasu,Japan,DF,0,0,1,0,1,0,0,0.2,0x,0,0,3,13,5,4,1,0,0,0,0,91,89,1,0,5,40,1,0,,,,28.0,0.0,5.0,23.0,6.0,22.0,1.0,0.0,6.0,187.0,4.53,117.0,26.0,11154.81,0.0,0.0,103.0,845.0
403293,285023_43819,Koki Ogawa,Japan,FW,1,0,3,0,3,0,2,0.22,0x,0,0,3,18,0,1,0,0,0,0,0,3,100,0,0,0,0,0,0,,,,24.0,12.0,10.0,2.0,22.0,2.0,1.0,5.0,4.0,12.0,4.25,71.0,26.0,5527.21,0.0,1.0,52.0,144.0
403304,285023_43819,Takefusa Kubo,Japan,MF,1,0,1,0,0,1,0,0.01,0x,0,0,0,49,3,1,1,0,0,0,0,16,75,0,0,2,50,0,0,,,,20.0,7.0,9.0,4.0,15.0,5.0,1.0,4.0,10.0,36.0,2.1,85.0,32.0,7808.85,0.0,1.0,77.0,149.0
403305,285023_43819,Keisuke Osako,Japan,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
403312,285023_43835,Abdulelah Alamri,Saudi Arabia,DF,0,2,3,33,2,1,0,0.92,1.08x,0,0,5,13,3,1,0,1,0,0,0,47,79,0,0,1,0,0,0,,,,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,8.0,101.0,5.6,143.0,43.0,15413.85,1.0,0.0,167.0,93.0
403319,285023_43835,Nasser Aldawsari,Saudi Arabia,MF,0,0,0,0,0,0,0,0.0,0x,0,0,5,56,9,3,1,0,0,0,0,50,86,0,0,1,100,1,0,,,,49.0,1.0,21.0,27.0,35.0,14.0,0.0,7.0,34.0,110.0,7.02,283.0,80.0,15579.35,0.0,0.0,129.0,891.0
403335,285023_43835,Hassan Altambakti,Saudi Arabia,DF,0,0,0,0,0,0,0,0.0,0x,0,1,4,25,7,0,1,0,0,0,0,67,79,0,0,2,0,0,0,,,,16.0,0.0,1.0,15.0,7.0,9.0,0.0,1.0,20.0,141.0,5.8,220.0,58.0,19861.98,0.0,0.0,205.0,1091.0
403585,285023_43911,Roberto Alvarado,Mexico,FW,2,0,2,0,1,1,0,0.1,0x,3,0,6,50,9,2,2,0,0,0,1,119,82,10,30,9,56,1,100,,,,127.0,43.0,60.0,24.0,49.0,78.0,3.0,45.0,59.0,267.0,6.35,352.0,118.0,30150.91,0.0,2.0,285.0,134.0
403596,285023_43911,Jorge Sanchez,Mexico,DF,1,1,1,0,1,0,0,0.04,0x,0,0,9,43,10,2,1,0,0,0,1,73,96,4,25,1,0,0,0,,,,68.0,22.0,23.0,23.0,16.0,52.0,1.0,14.0,17.0,159.0,4.6,291.0,118.0,23049.68,0.0,1.0,200.0,181.0
403616,285023_43883,Teboho Mokoena,South Africa,MF,0,1,2,50,1,1,0,0.79,1.26x,0,0,7,68,18,3,5,2,0,0,0,141,94,2,0,3,67,2,100,,,,110.0,7.0,37.0,66.0,65.0,45.0,0.0,5.0,55.0,308.0,6.04,271.0,82.0,20384.48,1.0,0.0,202.0,106.0
403642,285023_43879,Krepin Diatta,Senegal,DF,0,0,1,0,0,1,0,0.0,0x,1,0,3,21,3,1,2,0,0,0,0,192,89,5,60,3,100,0,0,,,,43.0,8.0,14.0,21.0,5.0,38.0,2.0,12.0,56.0,412.0,5.99,227.0,79.0,31524.18,0.0,0.0,315.0,1265.0
404319,285023_43976,Ajdin Hrustic,Australia,FW,0,0,1,0,0,1,0,0.06,0x,0,0,2,10,0,0,0,0,0,0,0,14,93,0,0,0,0,0,0,,,,26.0,7.0,16.0,3.0,12.0,14.0,1.0,7.0,11.0,32.0,2.48,82.0,29.0,4673.18,0.0,0.0,37.0,642.0
404353,285023_43948,Leroy Sane,Germany,MF,0,2,5,20,5,0,0,1.52,0.66x,1,0,7,68,10,3,2,0,0,0,0,134,84,3,33,5,60,0,0,,,,94.0,33.0,48.0,13.0,28.0,66.0,2.0,59.0,79.0,302.0,6.43,365.0,173.0,28424.14,1.0,0.0,268.0,118.0
404645,285023_43961,Sander Berge,Norway,MF,0,0,0,0,0,0,0,0.0,0x,0,0,5,31,9,2,1,0,0,0,0,125,96,1,0,2,100,1,100,,,,48.0,1.0,16.0,31.0,41.0,7.0,1.0,13.0,47.0,272.0,6.92,324.0,79.0,23959.07,0.0,0.0,207.0,1114.0
404885,285023_43995,Tomas Soucek,Czechia,MF,0,0,1,0,1,0,0,0.12,0x,0,0,4,42,5,3,1,0,0,0,2,44,80,0,0,2,50,0,0,,,,27.0,3.0,16.0,8.0,20.0,7.0,0.0,5.0,17.0,99.0,7.02,264.0,57.0,17938.82,0.0,0.0,152.0,941.0
405175,285023_43854,Seko Fofana,Côte d'Ivoire,MF,0,1,5,0,0,5,0,0.4,0x,0,0,3,28,1,1,0,1,0,0,0,45,84,0,0,2,0,0,0,,,,24.0,4.0,16.0,4.0,18.0,6.0,1.0,6.0,29.0,106.0,4.5,168.0,54.0,11627.71,0.0,0.0,103.0,844.0
405178,285023_43971,Manuel Akanji,Switzerland,DF,0,1,1,0,1,0,0,0.18,0x,0,0,8,18,8,0,2,0,0,0,0,251,92,0,0,5,100,5,100,,,,41.0,0.0,1.0,40.0,18.0,23.0,1.0,3.0,48.0,525.0,5.61,315.0,86.0,28456.3,0.0,0.0,303.0,1235.0
405263,285023_43934,Kevin Danso,Austria,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,7,3,1,1,0,0,0,0,102,91,1,0,1,0,1,100,,,,3.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,17.0,217.0,5.3,136.0,45.0,12924.59,0.0,0.0,148.0,933.0
405454,285023_43978,Elijah Just,New Zealand,MF,0,3,4,50,3,1,0,0.63,3.18x,0,0,14,82,8,2,2,0,0,0,0,55,87,0,0,3,33,0,0,,,,114.0,28.0,74.0,12.0,70.0,44.0,1.0,26.0,39.0,139.0,6.76,291.0,122.0,21471.21,2.0,0.0,190.0,25.0
405469,285023_43978,Liberato Cacace,New Zealand,DF,0,1,1,0,1,0,0,0.02,0x,1,0,5,36,6,1,4,0,0,0,0,54,83,2,50,1,0,0,0,,,,41.0,17.0,21.0,3.0,8.0,33.0,0.0,17.0,32.0,120.0,6.75,220.0,67.0,17204.29,0.0,0.0,153.0,943.0
405522,285023_43819,Keito Nakamura,Japan,MF,1,2,5,20,2,3,0,0.17,5.98x,0,0,6,60,6,3,1,0,0,0,1,97,84,6,50,9,78,0,0,,,,114.0,43.0,56.0,15.0,22.0,92.0,2.0,49.0,66.0,225.0,6.58,390.0,137.0,28692.57,1.0,1.0,260.0,51.0
405527,285023_43819,Ayumu Seko,Japan,DF,0,0,0,0,0,0,0,0.0,0x,0,0,1,3,2,1,0,0,0,0,0,50,84,0,0,2,0,0,0,,,,7.0,1.0,0.0,6.0,4.0,3.0,0.0,2.0,9.0,107.0,4.06,105.0,26.0,9712.91,0.0,0.0,97.0,803.0
405528,285023_43819,Yukinari Sugawara,Japan,DF,0,2,2,0,1,1,0,0.09,0x,0,0,3,22,4,3,1,0,0,0,0,69,71,4,25,4,25,2,50,,,,40.0,13.0,20.0,7.0,12.0,28.0,4.0,16.0,29.0,144.0,6.55,155.0,61.0,15569.19,0.0,0.0,146.0,926.0
405530,285023_43819,Zion Suzuki,Japan,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,1,0,0,0,0,72,67,0,0,5,0,0,0,12.0,40.0,36.0,13.0,0.0,0.0,13.0,10.0,3.0,0.0,0.0,0.0,129.0,3.06,28.0,2.0,15346.81,0.0,0.0,301.0,1218.0
405545,285023_43969,Ferran Torres,Spain,FW,0,2,6,0,5,1,2,1.4,0x,0,0,2,43,7,3,0,0,0,0,1,38,79,4,0,4,50,0,0,,,,104.0,48.0,35.0,21.0,85.0,19.0,5.0,37.0,20.0,112.0,5.84,128.0,60.0,13519.5,0.0,0.0,137.0,911.0
405562,285023_43969,Eric Garcia,Spain,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
405639,285023_43817,Amirhossein Hosseinzadeh,IR Iran,FW,0,0,1,0,1,0,0,0.09,0x,0,0,3,13,3,0,0,0,0,0,0,14,71,0,0,3,67,1,100,,,,15.0,4.0,9.0,2.0,8.0,7.0,0.0,3.0,8.0,33.0,7.23,47.0,17.0,3200.06,0.0,0.0,26.0,604.0
405742,285023_43924,Vinicius Junior,Brazil,FW,1,8,12,33,11,1,1,2.71,1.48x,0,0,6,92,5,4,6,0,0,0,3,80,78,8,50,5,80,2,100,,,,160.0,73.0,68.0,19.0,72.0,88.0,13.0,49.0,77.0,228.0,5.86,319.0,164.0,28654.58,4.0,1.0,293.0,4.0
405755,285023_43926,Jaminton Campaz,Colombia,FW,0,1,2,50,1,1,1,0.23,4.44x,0,0,1,8,0,0,1,0,0,0,0,2,50,2,0,1,0,0,0,,,,9.0,5.0,4.0,0.0,4.0,5.0,0.0,3.0,4.0,13.0,3.27,39.0,17.0,3152.99,1.0,0.0,28.0,59.0
405841,285023_43942,Marc Guehi,England,DF,0,0,1,0,1,0,1,0.15,0x,0,0,1,0,0,2,7,0,0,0,0,135,99,0,0,1,100,1,0,,,,9.0,1.0,0.0,8.0,6.0,3.0,0.0,1.0,8.0,270.0,6.57,112.0,29.0,11069.43,0.0,0.0,111.0,865.0
405873,285023_43854,Yahia Fofana,Côte d'Ivoire,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,3,0,0,0,0,97,64,0,0,0,0,0,0,9.0,72.0,58.0,11.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,2.0,184.0,3.03,11.0,3.0,15523.04,0.0,0.0,307.0,1252.0
405877,285023_43843,Amine Gouiri,Algeria,FW,0,2,3,33,2,1,0,0.62,1.61x,0,0,5,69,9,1,1,0,0,0,0,37,86,0,0,0,0,0,0,,,,127.0,37.0,80.0,10.0,99.0,28.0,2.0,21.0,28.0,90.0,6.2,211.0,73.0,16276.5,1.0,0.0,158.0,85.0
405879,285023_43908,Wilson Isidor,Haiti,FW,0,2,5,20,2,3,1,0.15,6.67x,0,0,7,88,1,3,2,0,0,0,1,21,86,0,0,1,100,0,0,,,,55.0,34.0,18.0,3.0,43.0,12.0,1.0,18.0,22.0,64.0,6.78,287.0,110.0,22699.6,1.0,0.0,201.0,104.0
405881,285023_43946,Maxence Lacroix,France,DF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,2,0,0,0,0,1,49,96,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.87,90.0,26.0,9363.51,0.0,0.0,100.0,814.0
405893,285023_43946,Aurelien Tchouameni,France,MF,1,0,1,0,0,1,0,0.0,0x,0,0,6,18,6,3,0,1,0,0,0,136,95,0,0,0,0,0,0,,,,45.0,0.0,7.0,38.0,39.0,6.0,0.0,0.0,7.0,303.0,4.52,347.0,94.0,23327.76,0.0,1.0,206.0,189.0
405920,285023_43927,John Yeboah,Ecuador,FW,0,2,6,0,2,4,0,0.48,0x,3,0,43,60,18,0,1,0,0,0,0,87,83,9,44,9,67,1,0,,,,90.0,33.0,41.0,16.0,30.0,60.0,3.0,47.0,80.0,220.0,5.86,306.0,136.0,24009.65,0.0,0.0,246.0,1165.0
406135,285023_43911,Cesar Huerta,Mexico,FW,0,0,0,0,0,0,0,0.0,0x,0,0,0,4,1,0,0,0,0,0,0,2,100,0,0,0,0,0,0,,,,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,2.49,21.0,7.0,1580.4,0.0,0.0,12.0,528.0
406205,285023_43928,Braian Ojeda,Paraguay,MF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
406231,285023_43972,Yunus Akgun,Türkiye,FW,0,0,0,0,0,0,0,0.0,0x,0,0,3,12,4,2,1,1,0,0,0,52,79,2,50,2,0,0,0,,,,71.0,35.0,29.0,7.0,36.0,35.0,0.0,24.0,24.0,117.0,4.11,101.0,52.0,10803.37,0.0,0.0,103.0,843.0
406249,285023_43972,Ozan Kabak,Türkiye,DF,0,0,0,0,0,0,0,0.0,0x,0,0,3,10,7,3,0,0,0,0,0,36,72,0,0,2,0,0,0,,,,16.0,0.0,4.0,12.0,9.0,7.0,0.0,2.0,11.0,73.0,1.98,100.0,33.0,10366.33,0.0,0.0,104.0,848.0
406280,285023_43921,Sergino Dest,USA,DF,0,1,3,0,1,2,0,0.21,0x,0,0,9,57,5,0,2,0,0,0,0,59,92,7,29,11,73,0,0,,,,103.0,52.0,37.0,14.0,43.0,60.0,2.0,37.0,34.0,152.0,,,,,0.0,0.0,187.0,1010.0
406281,285023_43850,Cj Dos Santos,Cabo Verde,GK,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
406304,285023_43921,Timothy Weah,USA,FW,0,0,2,0,1,1,0,0.05,0x,0,0,5,34,4,2,0,0,0,0,2,34,88,2,0,2,50,0,0,,,,26.0,11.0,12.0,3.0,10.0,16.0,3.0,18.0,24.0,80.0,4.84,167.0,75.0,10834.46,0.0,0.0,90.0,793.0
406595,285023_43817,Roozbeh Cheshmi,IR Iran,MF,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
406606,285023_43976,Awer Mabil,Australia,FW,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
