player_id,team_id,player_name,team,position,avg_speed,speed_runs,sprints,total_distance,source_tab,story_id,classification
514401,285023_43860,Prince Adu,Ghana,FW,6.08,49,22,4362.58,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
484082,285023_43972,Abdulkerim Bardakci,Türkiye,DF,6.08,258,93,30419.01,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
423575,285023_43978,Ben Old,New Zealand,MF,6.07,81,42,6332.37,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
397775,285023_43908,Carlens Arcus,Haiti,DF,6.07,247,86,18006.56,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
494314,285023_43850,Telmo Arcanjo,Cabo Verde,MF,6.06,58,27,6515.91,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
489704,285023_43963,Renato Veiga,Portugal,DF,6.06,221,55,20393.23,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
400634,285023_43911,Edson Alvarez,Mexico,DF,6.06,288,87,22977.48,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
430176,285023_43960,Ryan Gravenberch,Netherlands,MF,6.05,334,102,28519.8,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
510757,285023_43908,Josue Casimir,Haiti,FW,6.05,246,113,20980.8,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
400721,285023_43872,Achraf Hakimi,Morocco,DF,6.05,344,158,31119.42,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
402925,285023_43922,Nahuel Molina,Argentina,DF,6.05,153,67,15458.81,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
484112,285023_43972,Kenan Yildiz,Türkiye,FW,6.05,236,78,25197.64,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
484320,285023_43969,Lamine Yamal,Spain,FW,6.04,62,25,7447.01,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
335999,285023_43969,Aymeric Laporte,Spain,DF,6.04,176,51,20370.06,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
426357,285023_20014,Aaron Wan Bissaka,Congo DR,DF,6.04,220,86,19255.02,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
403616,285023_43883,Teboho Mokoena,South Africa,MF,6.04,271,82,20384.48,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
395050,285023_43883,Aubrey Modiba,South Africa,DF,6.04,330,105,28370.54,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
386348,285023_43834,Assim Madibo,Qatar,MF,6.04,208,30,14695.95,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
514208,285023_43854,Christ Inao Oulai,Côte d'Ivoire,MF,6.03,190,51,17753.11,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
486929,285023_43899,Tani Oluwaseyi,Canada,FW,6.03,158,79,14643.45,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
448152,285023_43960,Cody Gakpo,Netherlands,FW,6.02,295,135,26922.79,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
274078,285023_43978,Chris Wood,New Zealand,FW,6.02,202,87,20618.03,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
433380,285023_43888,Montassar Talbi,Tunisia,DF,6.02,275,77,29945.79,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
477852,285023_43850,Kevin Pina,Cabo Verde,MF,6.01,147,43,17920.4,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
520039,285023_43860,Marvin Senaya,Ghana,DF,6.01,179,106,20095.68,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
418715,285023_43914,Jose Cordoba,Panama,DF,6.01,197,69,20506.02,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
477825,285023_43854,Odilon Kossounou,Côte d'Ivoire,DF,5.99,193,50,20617.72,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
403642,285023_43879,Krepin Diatta,Senegal,DF,5.99,227,79,31524.18,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
429095,285023_43855,Hamdy Fathy,Egypt,MF,5.99,150,53,13382.36,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
269058,285023_43926,James Rodriguez,Colombia,MF,5.99,139,23,13892.45,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
419100,285023_43930,Maxi Araujo,Uruguay,MF,5.98,189,81,17323.04,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
441137,285023_43970,Anthony Elanga,Sweden,FW,5.98,123,83,14770.51,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
431693,285023_43908,Frantzdy Pierrot,Haiti,FW,5.98,210,61,17982.57,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
353790,285023_43879,Sadio Mane,Senegal,FW,5.98,226,101,31524.94,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
430751,285023_43969,Mikel Oyarzabal,Spain,FW,5.98,167,60,14747.99,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
477847,285023_43850,Steven Moreira,Cabo Verde,DF,5.98,189,65,20437.13,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
430147,285023_43967,Jack Hendry,Scotland,DF,5.98,349,123,30532.32,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
480310,285023_43914,Jiovany Ramos,Panama,DF,5.98,205,63,18498.83,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
418548,285023_43963,Pedro Neto,Portugal,FW,5.97,139,74,12703.83,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
485676,285023_43908,Lenny Joseph,Haiti,FW,5.97,120,60,12922.53,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
466350,285023_1895293,Sherel Floranus,Curaçao,DF,5.97,320,116,29893.73,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
395088,285023_43822,Kim Minjae,Korea Republic,DF,5.97,264,91,26815.14,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
489517,285023_43960,Jan Paul Van Hecke,Netherlands,DF,5.96,265,77,29580.2,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
385475,285023_44005,Eldor Shomurodov,Uzbekistan,FW,5.96,187,92,19777.65,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
425607,285023_43888,Mohamed Amine Ben Hmida,Tunisia,DF,5.95,167,70,22028.58,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
463580,285023_43978,Finn Surman,New Zealand,DF,5.95,192,63,20409.99,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
379955,285023_43948,Antonio Ruediger,Germany,DF,5.95,154,52,17116.43,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
395186,285023_43818,Aymen Hussein,Iraq,FW,5.95,126,54,12557.87,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
430740,285023_43872,Brahim Diaz,Morocco,FW,5.95,268,98,22981.78,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
431211,285023_43820,Mousa Altamari,Jordan,FW,5.95,182,91,17849.26,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:8
441240,285023_43914,Andres Andrade,Panama,DF,5.94,214,76,20262.76,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
424051,285023_43960,Brian Brobbey,Netherlands,FW,5.93,162,52,16013.47,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
316002,285023_43934,David Alaba,Austria,DF,5.93,134,38,13402.21,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
401893,285023_43850,Nuno Da Costa,Cabo Verde,MF,5.93,73,29,7349.55,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
419126,285023_43930,Darwin Nunez,Uruguay,FW,5.92,66,35,7830.16,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
401339,285023_43967,Andy Robertson,Scotland,DF,5.92,246,107,25387.97,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
436572,285023_20014,Arthur Masuaku,Congo DR,DF,5.92,183,61,15386.88,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
466372,285023_1895293,Gervane Kastaneer,Curaçao,FW,5.92,44,21,4460.43,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
430601,285023_43924,Gabriel Magalhaes,Brazil,DF,5.91,306,74,30399.51,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
369267,285023_43855,Yasser Ibrahim,Egypt,DF,5.91,208,83,20067.54,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
477832,285023_43850,Sidny Lopes Cabral,Cabo Verde,DF,5.91,158,70,18145.49,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
481027,285023_43908,Louicius Deedson,Haiti,FW,5.91,145,67,13276.69,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
439641,285023_43942,Reece James,England,DF,5.9,187,79,20103.63,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
358241,285023_43934,Marcel Sabitzer,Austria,MF,5.9,256,120,20737.34,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
403274,285023_43819,Hiroki Ito,Japan,DF,5.9,279,97,29611.86,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
394500,285023_43926,Johan Mojica,Colombia,DF,5.9,219,88,20341.86,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
407993,285023_43835,Mohamed Kanno,Saudi Arabia,MF,5.9,172,40,15167.05,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
506039,285023_43883,Ime Okon,South Africa,DF,5.89,354,145,29696.08,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
506471,285023_1895293,Deveron Fonville,Curaçao,DF,5.89,239,132,25516.75,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
313559,285023_43971,Ricardo Rodriguez,Switzerland,DF,5.89,296,115,28963.8,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
466340,285023_1895293,Leandro Bacuna,Curaçao,MF,5.88,315,88,29455.81,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
409241,285023_43850,Diney Borges,Cabo Verde,DF,5.88,169,54,20128.54,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
408950,285023_43855,Mohamed Hany,Egypt,DF,5.88,201,83,19956.31,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
441242,285023_43914,Cesar Blackman,Panama,DF,5.87,180,64,18333.59,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
448363,285023_43908,Hannes Delcroix,Haiti,DF,5.87,298,89,30006.24,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
419441,285023_43834,Homam Ahmed,Qatar,DF,5.86,157,57,13626.23,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
486080,285023_43995,Robin Hranac,Czechia,DF,5.86,311,94,29418.45,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
405920,285023_43927,John Yeboah,Ecuador,FW,5.86,306,136,24009.65,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
405742,285023_43924,Vinicius Junior,Brazil,FW,5.86,319,164,28654.58,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
405545,285023_43969,Ferran Torres,Spain,FW,5.84,128,60,13519.5,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
448531,285023_43860,Antoine Semenyo,Ghana,MF,5.84,146,75,20378.86,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
430442,285023_43976,Harry Souttar,Australia,DF,5.84,266,57,29854.47,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
337251,285023_43914,Cecilio Waterman,Panama,FW,5.84,82,34,8772.9,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
419281,285023_43835,Saud Abdulhamid,Saudi Arabia,DF,5.84,207,101,19437.3,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
428882,285023_43922,Rodrigo De Paul,Argentina,MF,5.83,168,84,18389.32,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
448131,285023_43971,Ruben Vargas,Switzerland,FW,5.83,202,97,18827.98,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
441333,285023_43860,Gideon Mensah,Ghana,DF,5.82,190,78,20336.83,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
390670,285023_43899,Cyle Larin,Canada,FW,5.82,180,85,17521.39,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
463218,285023_43883,Khuliso Mudau,South Africa,DF,5.81,300,137,29331.19,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
431696,285023_43899,Richie Laryea,Canada,DF,5.81,281,125,28231.58,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
428886,285023_43926,Luis Diaz,Colombia,FW,5.81,164,85,19252.89,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
403335,285023_43835,Hassan Altambakti,Saudi Arabia,DF,5.8,220,58,19861.98,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
514166,285023_43935,Nathan Ngoy,Belgium,DF,5.8,165,55,16948.34,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
504329,285023_20014,Steve Kapuadi,Congo DR,DF,5.79,211,60,19496.83,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
419108,285023_43930,Sebastian Caceres,Uruguay,DF,5.79,184,64,20131.38,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
403049,285023_43942,Ezri Konsa,England,DF,5.79,199,56,19706.76,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
433066,285023_43960,Donyell Malen,Netherlands,FW,5.78,178,81,18907.07,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
332314,285023_43879,Idrissa Gana Gueye,Senegal,MF,5.78,226,68,29200.47,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
395283,285023_43970,Victor Lindelof,Sweden,DF,5.77,249,75,28144.2,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
486150,285023_43860,Jerome Opoku,Ghana,DF,5.76,149,49,20121.78,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:9
486875,285023_43928,Gustavo Velazquez,Paraguay,DF,5.76,120,40,14096.38,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
335656,285023_43924,Danilo,Brazil,DF,5.76,290,122,25029.18,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
483312,285023_43970,Isak Hien,Sweden,DF,5.76,173,69,22458.49,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
398509,285023_43971,Nico Elvedi,Switzerland,DF,5.75,313,95,29132.06,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
470760,285023_43926,Jhon Arias,Colombia,MF,5.75,161,57,17177.84,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
310116,285023_43922,Nicolas Otamendi,Argentina,DF,5.74,54,14,5388.02,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
433439,285023_43835,Ali Lajami,Saudi Arabia,DF,5.73,89,33,9708.86,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
479042,285023_44005,Abdulla Abdullaev,Uzbekistan,DF,5.73,191,57,19761.96,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
373400,285023_43927,Enner Valencia,Ecuador,FW,5.72,176,81,23473.67,physical,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10,urn:gd:story:classification:gcp_physical:competitionId:285023:avg_speed:rank_asc:page:10
