player_id,team_id,player_name,team,position,passes,passing_accuracy_rate,crosses,crossing_accuracy_rate,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,source_tab,story_id,classification
386347,285023_43834,Akram Afif,Qatar,FW,93,78,12,33,12,42,3,67,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
433679,285023_43843,Ramiz Zerrouki,Algeria,MF,75,92,0,0,2,100,3,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
409241,285023_43850,Diney Borges,Cabo Verde,DF,78,72,0,0,2,0,3,33,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
396158,285023_43818,Rebin Sulaka,Iraq,DF,30,80,0,0,0,0,2,50,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
379942,285023_43843,Riyad Mahrez,Algeria,FW,57,89,7,29,5,60,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
407993,285023_43835,Mohamed Kanno,Saudi Arabia,MF,63,95,0,0,2,50,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
448557,285023_43819,Daichi Kamada,Japan,MF,167,82,4,50,6,50,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
405528,285023_43819,Yukinari Sugawara,Japan,DF,69,71,4,25,4,25,2,50,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
274281,285023_43822,Kim Seunggyu,Korea Republic,GK,116,73,0,0,9,11,2,50,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
477852,285023_43850,Kevin Pina,Cabo Verde,MF,43,74,0,0,1,0,2,50,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
411644,285023_43817,Saman Ghoddos,IR Iran,MF,46,70,0,0,3,67,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
448128,285023_20014,Charles Pickel,Congo DR,MF,22,86,0,0,0,0,2,50,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
395084,285023_43822,Hwang Inbeom,Korea Republic,MF,218,89,3,67,5,80,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
433534,285023_43820,Nizar Alrashdan,Jordan,MF,52,77,0,0,4,25,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
416051,285023_43834,Pedro Miguel,Qatar,DF,78,76,2,50,7,29,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
436572,285023_20014,Arthur Masuaku,Congo DR,DF,49,76,11,18,4,75,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
479389,285023_43820,Mohannad Abutaha,Jordan,MF,62,74,6,50,3,33,2,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
464906,285023_44005,Jakhongir Urozov,Uzbekistan,DF,20,80,0,0,1,100,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
430150,285023_43970,Alexander Isak,Sweden,FW,68,79,3,0,3,67,2,50,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
475260,285023_44005,Behruzjon Karimov,Uzbekistan,DF,55,78,2,50,3,33,2,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
430450,285023_43976,Jacob Italiano,Australia,DF,43,77,9,33,2,50,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
484022,285023_44037,Tarik Muharemovic,Bosnia and Herzegovina,DF,71,85,0,0,0,0,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
448014,285023_43976,Alessandro Circati,Australia,DF,143,82,1,0,5,80,2,50,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
355775,285023_43976,Jackson Irvine,Australia,MF,66,80,2,50,2,0,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
430144,285023_43969,Pedro Porro,Spain,DF,75,91,5,40,3,67,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
433787,285023_43967,Scott Mctominay,Scotland,MF,96,91,0,0,1,100,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
489688,285023_43970,Yasin Ayari,Sweden,MF,81,73,15,33,2,0,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
389907,285023_43972,Salih Ozcan,Türkiye,MF,61,85,1,0,3,33,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
484139,285023_43972,Baris Alper Yilmaz,Türkiye,FW,38,76,15,0,12,67,2,0,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
498421,285023_43976,Paul Okon Engstler,Australia,MF,74,86,1,100,4,75,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
441179,285023_43972,Merih Demiral,Türkiye,DF,124,96,1,0,5,40,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
430718,285023_43969,Fabian Ruiz,Spain,MF,101,96,3,0,6,83,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
398509,285023_43971,Nico Elvedi,Switzerland,DF,222,95,0,0,2,50,2,100,distribution,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2,urn:gd:story:classification:gcp_distribution:competitionId:285023:attempted_switches_of_play:rank_asc:page:2
