player_id,team_id,player_name,team,position,offers_to_receive_total,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,number_of_involvements,source_tab,story_id,classification
430150,285023_43970,Alexander Isak,Sweden,FW,103,50,49,4,83,20,7,45,60,161,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
401334,285023_43967,John Mcginn,Scotland,MF,52,11,39,2,25,27,2,35,41,161,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
464865,285023_43879,El Hadji Malick Diouf,Senegal,DF,39,17,15,7,10,29,1,15,16,160,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
494989,285023_1895293,Livano Comenencia,Curaçao,MF,69,6,42,21,50,19,1,11,44,160,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
390650,285023_1895293,Eloy Room,Curaçao,GK,9,0,0,9,3,6,0,0,3,160,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
483327,285023_43970,Viktor Gyokeres,Sweden,FW,86,53,32,1,52,34,9,67,64,160,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
395321,285023_43819,Junya Ito,Japan,MF,94,28,47,19,46,48,4,34,40,160,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
441350,285023_43843,Hicham Boudaoui,Algeria,MF,60,15,23,22,28,32,1,4,26,160,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
390541,285023_43819,Shogo Taniguchi,Japan,DF,11,1,2,8,9,2,1,0,16,159,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
384797,285023_43817,Ramin Rezaeian,IR Iran,DF,93,11,36,46,14,79,2,9,26,159,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
359381,285023_43938,Ivan Perisic,Croatia,FW,63,37,17,9,23,40,8,27,27,159,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
403596,285023_43911,Jorge Sanchez,Mexico,DF,68,22,23,23,16,52,1,14,17,159,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
484022,285023_44037,Tarik Muharemovic,Bosnia and Herzegovina,DF,8,0,1,7,5,3,0,2,22,159,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
448131,285023_43971,Ruben Vargas,Switzerland,FW,54,42,10,2,23,31,5,50,30,159,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
504990,285023_44037,Kerim Alajbegovic,Bosnia and Herzegovina,FW,85,23,48,14,21,64,2,36,54,159,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
419223,285023_43883,Oswin Appollis,South Africa,FW,155,59,79,17,71,84,0,30,48,158,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
441333,285023_43860,Gideon Mensah,Ghana,DF,28,9,7,12,3,25,2,4,11,158,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
409241,285023_43850,Diney Borges,Cabo Verde,DF,40,1,0,39,22,18,0,1,22,158,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
419281,285023_43835,Saud Abdulhamid,Saudi Arabia,DF,25,9,9,7,9,16,4,9,35,157,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
486260,285023_43854,Christopher Operi,Côte d'Ivoire,DF,15,10,2,3,10,5,0,10,29,157,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
390475,285023_43883,Sphephelo Sithole,South Africa,MF,54,0,24,30,41,13,0,6,23,157,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
433469,285023_43855,Mohanad Lashin,Egypt,MF,49,1,11,37,20,29,0,9,20,156,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
433679,285023_43843,Ramiz Zerrouki,Algeria,MF,36,1,6,29,32,4,1,1,32,156,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
523097,285023_43995,Alexandr Sojka,Czechia,MF,66,10,36,20,26,40,0,24,44,155,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
418975,285023_43922,Thiago Almada,Argentina,FW,100,26,52,22,75,25,0,18,42,155,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
430609,285023_43924,Matheus Cunha,Brazil,FW,103,28,55,20,81,22,1,28,44,154,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
431781,285023_43908,Jean Kevin Duverne,Haiti,DF,53,5,19,29,10,43,0,6,21,154,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
433571,285023_43818,Ahmed Basil,Iraq,GK,11,0,0,11,8,3,0,0,1,154,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
479389,285023_43820,Mohannad Abutaha,Jordan,MF,51,15,25,11,11,40,2,18,43,154,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
466687,285023_43899,Ali Ahmed,Canada,FW,94,42,39,13,31,63,4,40,33,153,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
433362,285023_43888,Ali Abdi,Tunisia,DF,102,46,48,8,21,81,5,17,35,153,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
494351,285023_43860,Jonas Adjetey,Ghana,DF,22,0,0,22,11,11,0,2,8,153,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
390196,285023_43978,Callum Mccowatt,New Zealand,MF,95,29,48,18,46,49,3,21,41,153,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
483966,285023_44037,Benjamin Tahirovic,Bosnia and Herzegovina,MF,59,3,39,17,47,12,2,8,39,152,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
355775,285023_43976,Jackson Irvine,Australia,MF,45,10,19,16,28,17,2,16,38,152,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
424422,285023_43928,Matias Galarza,Paraguay,MF,57,18,27,12,19,38,3,14,47,152,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
406280,285023_43921,Sergino Dest,USA,DF,103,52,37,14,43,60,2,37,34,152,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
373235,285023_43961,Orjan Nyland,Norway,GK,18,0,0,18,11,7,0,0,0,151,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
506471,285023_1895293,Deveron Fonville,Curaçao,DF,17,5,8,4,3,14,0,9,53,151,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
430822,285023_43854,Amad Diallo,Côte d'Ivoire,FW,81,30,39,12,24,57,3,40,50,151,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
502945,285023_43970,Alexander Bernhardsson,Sweden,DF,40,15,15,10,10,30,0,28,36,150,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:7
484270,285023_43818,Zaid Ismael,Iraq,MF,73,2,28,43,60,13,0,7,32,150,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
364752,285023_43850,Vozinha,Cabo Verde,GK,20,0,0,20,11,9,0,0,3,150,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
371736,285023_43817,Saeid Ezatolahi,IR Iran,MF,42,1,12,29,33,9,0,5,30,150,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
423941,285023_43899,Nathan Saliba,Canada,MF,33,4,9,20,17,16,2,6,27,149,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
477802,285023_43854,Ousmane Diomande,Côte d'Ivoire,DF,9,0,0,9,2,7,0,0,1,148,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
441067,285023_43934,Stefan Posch,Austria,DF,60,20,27,13,12,48,3,8,51,148,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
441236,285023_43927,Hernan Galindez,Ecuador,GK,23,0,0,23,15,8,0,0,2,148,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
402876,285023_43930,Agustin Canobbio,Uruguay,MF,104,50,39,15,30,74,5,37,44,147,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
448174,285023_43938,Marin Pongracic,Croatia,DF,6,1,0,5,4,2,0,1,12,147,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
494557,285023_43976,Patrick Beach,Australia,GK,11,0,0,11,7,4,0,0,1,147,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
441167,285023_43995,Tomas Holes,Czechia,DF,12,2,0,10,3,9,0,2,15,146,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
369744,285023_43928,Gustavo Gomez,Paraguay,DF,7,0,1,6,4,3,0,1,3,146,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
433394,285023_43834,Ahmed Fathy,Qatar,MF,49,3,18,28,41,8,0,4,14,146,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
483496,285023_43961,Julian Ryerson,Norway,FW,10,2,8,0,2,8,1,14,34,146,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
411443,285023_43935,Timothy Castagne,Belgium,DF,42,23,8,11,20,22,2,8,13,145,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
484320,285023_43969,Lamine Yamal,Spain,FW,43,18,19,6,12,31,7,37,31,145,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
401448,285023_43971,Denis Zakaria,Switzerland,MF,25,10,8,7,8,17,3,24,15,144,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
418548,285023_43963,Pedro Neto,Portugal,FW,80,37,32,11,19,61,6,36,24,144,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
372266,285023_43872,Sofyan Amrabat,Morocco,MF,48,1,9,38,42,6,0,2,12,144,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
485664,285023_43908,Ruben Providence,Haiti,FW,100,31,61,8,44,56,4,27,47,144,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
405528,285023_43819,Yukinari Sugawara,Japan,DF,40,13,20,7,12,28,4,16,29,144,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
354861,285023_43834,Karim Boudiaf,Qatar,MF,58,7,34,17,31,27,0,5,19,143,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
479042,285023_44005,Abdulla Abdullaev,Uzbekistan,DF,13,1,1,11,6,7,0,0,7,143,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
496358,285023_43879,Ibrahim Mbaye,Senegal,FW,52,17,23,12,12,40,2,14,16,143,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
424071,285023_43872,Anass Salah Eddine,Morocco,DF,21,5,3,13,4,17,2,7,41,143,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
307849,285023_43822,Son Heungmin,Korea Republic,FW,97,51,34,12,70,27,6,35,50,142,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
368860,285023_43946,Lucas Digne,France,DF,21,11,3,7,7,14,2,10,7,142,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
485131,285023_43967,Ben Gannon Doak,Scotland,FW,74,39,24,11,21,53,5,30,44,142,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
407993,285023_43835,Mohamed Kanno,Saudi Arabia,MF,17,1,9,7,15,2,0,12,39,141,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
403335,285023_43835,Hassan Altambakti,Saudi Arabia,DF,16,0,1,15,7,9,0,1,20,141,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
430452,285023_43976,Connor Metcalfe,Australia,MF,90,24,60,6,54,36,0,26,44,140,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
430763,285023_43911,Luis Romo,Mexico,MF,80,18,36,26,56,24,1,7,46,140,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
344654,285023_43855,Mohamed Salah,Egypt,FW,68,27,36,5,44,24,2,44,45,140,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
483505,285023_43961,David Moller Wolfe,Norway,DF,58,6,30,22,23,35,1,8,35,140,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
402925,285023_43922,Nahuel Molina,Argentina,DF,72,23,32,17,16,56,0,14,43,139,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
433534,285023_43820,Nizar Alrashdan,Jordan,MF,43,7,27,9,28,15,0,12,26,139,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
419303,285023_43835,Moteb Alharbi,Saudi Arabia,DF,42,14,16,12,17,25,2,6,22,139,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
405454,285023_43978,Elijah Just,New Zealand,MF,114,28,74,12,70,44,1,26,39,139,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
429095,285023_43855,Hamdy Fathy,Egypt,MF,20,3,3,14,9,11,0,7,12,139,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
390525,285023_43822,Lee Jaesung,Korea Republic,MF,66,18,38,10,43,23,4,28,40,137,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
339745,285023_43835,Salem Aldawsari,Saudi Arabia,FW,78,44,28,6,42,36,1,37,36,137,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
486875,285023_43928,Gustavo Velazquez,Paraguay,DF,19,2,3,14,5,14,0,2,6,137,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
360642,285023_43926,Camilo Vargas,Colombia,GK,26,0,0,26,13,13,0,0,1,137,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
489689,285023_43970,Lucas Bergvall,Sweden,MF,48,7,16,25,39,9,3,12,33,137,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
484051,285023_43967,Kenny Mclean,Scotland,MF,56,2,24,30,42,14,1,4,21,137,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
486150,285023_43860,Jerome Opoku,Ghana,DF,7,0,1,6,4,3,0,0,8,136,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
368535,285023_43978,Max Crocombe,New Zealand,GK,15,0,0,15,10,5,0,0,0,134,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
430657,285023_43948,David Raum,Germany,DF,54,27,14,13,18,36,4,13,15,134,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
434025,285023_43818,Zaid Tahseen,Iraq,DF,15,0,1,14,4,11,0,2,18,134,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
356532,285023_20014,Chancel Mbemba,Congo DR,DF,19,1,1,17,4,15,0,5,16,133,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:8
482774,285023_43938,Martin Baturina,Croatia,MF,69,25,33,11,33,36,2,28,47,133,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
389907,285023_43972,Salih Ozcan,Türkiye,MF,27,1,6,20,23,4,0,1,30,133,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
331732,285023_43899,Maxime Crepeau,Canada,GK,9,0,0,9,5,4,0,0,4,132,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
433806,285023_43879,Edouard Mendy,Senegal,GK,18,0,0,18,15,3,0,0,2,132,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
426357,285023_20014,Aaron Wan Bissaka,Congo DR,DF,59,21,28,10,14,45,3,9,30,132,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
369434,285023_43942,John Stones,England,DF,4,0,0,4,2,2,0,0,5,131,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
504931,285023_43976,Lucas Herrington,Australia,DF,12,0,0,12,3,9,0,0,9,131,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
485081,285023_43963,Francisco Conceicao,Portugal,FW,56,30,23,3,15,41,5,44,38,130,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
379942,285023_43843,Riyad Mahrez,Algeria,FW,88,45,30,13,34,54,3,18,41,130,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:9
