player_id,team_id,player_name,team,position,offers_to_receive_total,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,number_of_involvements,source_tab,story_id,classification
479072,285023_43818,Merchas Doski,Iraq,DF,71,12,32,27,17,54,0,8,43,302,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
430697,285023_43908,Jean Ricner Bellegarde,Haiti,MF,109,8,53,48,82,27,0,17,58,299,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
448252,285023_43922,Enzo Fernandez,Argentina,MF,88,11,38,39,54,34,1,26,27,298,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
419020,285023_43927,Gonzalo Plata,Ecuador,FW,148,26,103,19,94,54,3,72,85,297,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
419108,285023_43930,Sebastian Caceres,Uruguay,DF,20,1,0,19,13,7,0,4,13,296,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
386538,285023_43930,Rodrigo Bentancur,Uruguay,MF,107,19,39,49,87,20,0,12,48,294,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
275917,285023_43908,Ricardo Ade,Haiti,DF,13,1,0,12,10,3,0,2,22,293,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
461788,285023_43855,Marawan Attia,Egypt,MF,97,3,28,66,47,50,0,14,55,292,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
466340,285023_1895293,Leandro Bacuna,Curaçao,MF,62,5,33,24,41,21,0,24,60,291,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
353790,285023_43879,Sadio Mane,Senegal,FW,87,47,32,8,40,47,5,39,52,290,movement,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2,urn:gd:story:classification:gcp_movement:competitionId:285023:number_of_involvements:rank_asc:page:2
